condition,hours,seed,policy,dt_ms,iei_ms,fit_min,fit_max,sigma_single,tau_regression,regression_r2,n_avalanches,fit_fraction,mean_size,max_size,tau_mle,exp_rate,llr,vuong_z,ks,fit_n,ks_iid_p,lognormal_a,lognormal_b,lognormal_bound_hit,aic_powerlaw_minus_lognormal,signature_regression,signature_mle
mixed,70.0,101,iei_rounded,4.0,4.467182074312813,1,30,0.6094858857907843,2.0185484699976413,0.9854004381701318,798385,0.9839263012205891,4.360075652723936,394,1.605289239431345,0.36097522799113213,40375.81913144523,66.32970162178304,0.06824248796589977,785552,0.005,0.8745098061056635,0.3081461793050556,False,45013.88119466463,False,False
mixed,70.0,101,iei_rounded,4.0,4.467182074312813,1,15,0.6094858857907843,1.7936209855957057,0.9826671922913391,798385,0.9584486181478861,4.360075652723936,394,1.509003563020899,0.4317213189990491,11516.305542282897,29.416527049151156,0.05067857406001319,765211,0.005,0.823016492378393,0.33930877525923603,False,27742.89775760891,False,False
mixed,70.0,101,iei_rounded,4.0,4.467182074312813,1,59,0.6094858857907843,2.1625475388247257,0.9900521670787433,798385,0.9937436199327392,4.360075652723936,394,1.6669003388558128,0.3175432356250665,80246.95466886288,90.56852290056679,0.0814795800544375,793390,0.005,0.9244575167911759,0.2815823313871758,False,58603.02872211207,False,False
mixed,70.0,101,iei_rounded,4.0,4.467182074312813,3,30,0.6094858857907843,2.2247922243740748,0.9972416559118165,798385,0.3707697414154825,4.360075652723936,394,2.0710032108402476,0.2461610941319317,13251.311088246843,61.03439898564904,0.02057907955445787,296017,0.005,1.3081562101140756,0.19483192596550636,False,1532.8889273572713,False,False
mixed,70.0,101,fixed_10,10.0,4.467182074312813,1,30,0.9843333771337786,1.5272162957882158,0.9831014626226808,302970,0.8999504901475394,11.489649140178896,394,1.2674257000132787,0.2206600753702585,10423.597444940942,34.38681092790882,0.06477338814932626,272658,0.005,0.5966211594512403,0.2475007103427671,False,14394.163615298923,True,False
mixed,70.0,101,fixed_10,10.0,4.467182074312813,1,15,0.9843333771337786,1.3499569518959844,0.9765536040749824,302970,0.8373535333531372,11.489649140178896,394,1.161212098543201,0.29040381569739826,963.7224057729665,5.2215398140628135,0.04729776490140386,253693,0.005,0.5280175163708261,0.2836706755173224,False,8211.473297666525,True,False
mixed,70.0,101,fixed_10,10.0,4.467182074312813,1,59,0.9843333771337786,1.4601074341906348,0.9868835151531152,302970,0.9511733835033171,11.489649140178896,394,1.3109837405593776,0.15197532105332384,45456.430467091566,99.48131107651179,0.07106777936425163,288177,0.005,0.775093061659399,0.16802303813909492,False,13239.667871184181,True,True
mixed,70.0,101,fixed_10,10.0,4.467182074312813,3,30,0.9843333771337786,1.6980424073107838,0.997644165483478,302970,0.48062184374690564,11.489649140178896,394,1.6172178820430272,0.1692549001175606,5005.991036325157,39.17028273905377,0.017916558129038945,145614,0.005,1.0092303379314926,0.1480682524044052,False,550.5855128117837,True,True
mixed,70.0,101,selected_regression,10.0,4.467182074312813,1,30,0.9843333771337786,1.5272162957882158,0.9831014626226808,302970,0.8999504901475394,11.489649140178896,394,1.2674257000132787,0.2206600753702585,10423.597444940942,34.38681092790882,0.06477338814932626,272658,0.005,0.5966211594512403,0.2475007103427671,False,14394.163615298923,True,False
mixed,70.0,101,selected_mle,8.0,4.467182074312813,1,30,0.8681478704062991,1.6509621789805353,0.9824525580466166,387627,0.9344834080185332,8.980331607447365,394,1.345073060432446,0.24848271751366469,13917.648072940336,37.999110226346204,0.06758851377997493,362231,0.005,0.6397648997286466,0.2681748533607618,False,20948.97857706365,True,True
mixed,70.0,102,iei_rounded,4.0,4.479703744046152,1,30,0.609460712770776,2.0268003408757553,0.9848699343069145,798674,0.9840660895434182,4.343043594758312,356,1.6062205181482145,0.36178081869112666,39706.49149759738,65.38184105755214,0.06823471787224544,785948,0.005,0.8728778528920669,0.30940531295910817,False,45318.03480412159,False,False
mixed,70.0,102,iei_rounded,4.0,4.479703744046152,1,15,0.609460712770776,1.7979816603668508,0.9820700579477857,798674,0.9587591432799866,4.343043594758312,356,1.509562063081626,0.43209345150643874,11355.235180320036,29.053236076119987,0.0505797905230817,765736,0.005,0.823098398880684,0.339607379567315,False,27795.27505504014,False,False
mixed,70.0,102,iei_rounded,4.0,4.479703744046152,1,59,0.609460712770776,2.177489000348931,0.9897289554374368,798674,0.9938134958694035,4.343043594758312,356,1.667931491746332,0.3187048038997683,78840.6696524435,89.48122716239503,0.08150538953191938,793733,0.005,0.922132279456031,0.2831176502244852,False,59071.507209452335,False,False
mixed,70.0,102,iei_rounded,4.0,4.479703744046152,3,30,0.609460712770776,2.2375123494466904,0.9970043947867617,798674,0.370614293190964,4.343043594758312,356,2.0736714725159135,0.24697344732483606,12921.931938884165,59.61508003827404,0.020396397886220108,296000,0.005,1.2822602020184122,0.20222734277950077,False,1645.410627606092,False,False
mixed,70.0,102,fixed_10,10.0,4.479703744046152,1,30,0.9835984930290596,1.518105955896044,0.9834489110083141,302365,0.900362145089544,11.47181717460685,373,1.263696891024205,0.21901139963730043,10852.84494322106,35.959656670564286,0.06415865313186941,272238,0.005,0.6034209940666024,0.2431930832103663,False,13939.744966210797,True,False
mixed,70.0,102,fixed_10,10.0,4.479703744046152,1,15,0.9835984930290596,1.346017871263926,0.9768797839052717,302365,0.8364063300977296,11.47181717460685,373,1.159572311859792,0.2895931361041377,1098.5499628058683,5.9756124335673055,0.047160000768297294,252900,0.005,0.5317449746100568,0.28110503601388814,False,8049.153367621126,True,False
mixed,70.0,102,fixed_10,10.0,4.479703744046152,1,59,0.9835984930290596,1.4562550151230869,0.9868694889030754,302365,0.9518727365931904,11.47181717460685,373,1.307790104063555,0.15093227524821295,45538.85203647389,100.05280958135785,0.07057115078431198,287813,0.005,0.7770898922546551,0.1661202836752202,False,12980.5846008691,True,True
mixed,70.0,102,fixed_10,10.0,4.479703744046152,3,30,0.9835984930290596,1.6860321109160283,0.9977262741818409,302365,0.48194400806971704,11.47181717460685,373,1.608066042517228,0.16768618748537806,5114.181725812794,40.1656589646877,0.015120478054064607,145723,0.005,1.0469369255584866,0.13650420661662024,False,470.7991800941527,True,True
mixed,70.0,102,selected_regression,10.0,4.479703744046152,1,30,0.9835984930290596,1.518105955896044,0.9834489110083141,302365,0.900362145089544,11.47181717460685,373,1.263696891024205,0.21901139963730043,10852.84494322106,35.959656670564286,0.06415865313186941,272238,0.005,0.6034209940666024,0.2431930832103663,False,13939.744966210797,True,False
mixed,70.0,102,selected_mle,8.0,4.479703744046152,1,30,0.8689669022785518,1.6421943293608785,0.9821999140715836,387067,0.9351533455448282,8.961435617089547,370,1.3415211776115097,0.2465709811884071,14713.065599559943,40.36411103754178,0.06700918211795959,361967,0.005,0.6489473607498284,0.26283161979437564,False,20220.456362138735,True,True
mixed,70.0,103,iei_rounded,4.0,4.491224459569821,1,30,0.6081058049561987,2.021728045384663,0.9853880357833819,799292,0.984241053332199,4.328819755483603,403,1.6078729518627082,0.36216925237342346,40756.41313240083,66.82909576728524,0.06778181499406144,786696,0.005,0.8796364302675812,0.30733802386787673,False,44728.333116800524,False,False
mixed,70.0,103,iei_rounded,4.0,4.491224459569821,1,15,0.6081058049561987,1.7983586747858518,0.9822582892816016,799292,0.9590387492931244,4.328819755483603,403,1.5115410366317779,0.43273836637779195,11868.812230365023,30.319104390846686,0.05020404009036333,766552,0.005,0.8299661730157883,0.33730069559234027,False,27421.834031080827,False,False
mixed,70.0,103,iei_rounded,4.0,4.491224459569821,1,59,0.6081058049561987,2.1791555101740276,0.9895182175948006,799292,0.9938683234662676,4.328819755483603,403,1.6696383060245363,0.3194236545791673,79503.01633054506,90.13739584509197,0.08106902876170846,794391,0.005,0.9269380775131593,0.28210381895622105,False,58602.70699044317,False,False
mixed,70.0,103,iei_rounded,4.0,4.491224459569821,3,30,0.6081058049561987,2.228122259189154,0.9971486980288572,799292,0.36987233701826117,4.328819755483603,403,2.072949807034112,0.2466521089754657,13109.942111438335,60.303489798595685,0.020209452725991617,295636,0.005,1.2959383895431482,0.1985113053281997,False,1585.8348239089828,False,False
