distribution,n,seed,tau_mle,exp_rate,llr,vuong_z,ks,fit_n,ks_iid_p,lognormal_a,lognormal_b,lognormal_bound_hit,aic_powerlaw_minus_lognormal
borel_critical,1000,203,1.4524079888043016,0.25349530794743724,176.78308884198043,8.558108077908363,0.006227184741082192,1000,0.99,1.4012888288320418,0.01953873401874889,False,-1.68721048091993
borel_critical,1000,204,1.4249842123425882,0.23680078062021082,201.93815278727203,10.10500598520194,0.014014533957732112,1000,0.395,1.4249842123425882,0.0,False,-2.0
borel_critical,1000,205,1.5338689260584122,0.28497365168917754,181.67650205288706,8.452657901057373,0.010379813574447394,1000,0.67,1.4727939229832825,0.023974314435228662,False,-1.5633974631673482
borel_critical,1000,206,1.5366235520730154,0.2866418479108852,179.9477408834215,8.087384076436043,0.01658171011760956,1000,0.185,1.4058807124559773,0.05158341345485107,False,-0.007791111078404356
borel_critical,1000,207,1.4704362766273338,0.2537616988236876,202.18075758710592,9.735731600096265,0.011886283246522633,1000,0.605,1.4704362766273338,0.0,False,-1.9999999999990905
borel_critical,1000,208,1.4318817402193016,0.2594779276302853,124.09151046042642,6.279245557228462,0.02170548502117514,1000,0.045,1.1634662606304242,0.10304885884268897,False,6.566087345907363
borel_critical,1000,209,1.4328681365349052,0.2428136805013556,189.53904529052213,9.491962387405804,0.009679644501005114,1000,0.785,1.4328681365349052,0.0,False,-2.0
borel_critical,1000,210,1.4776312937889013,0.2690353345082548,156.01336961556854,7.360762962781184,0.015110062380888079,1000,0.28,1.3328868443489847,0.05605248698236551,False,0.4818085094748312
borel_critical,1000,211,1.4876371994219024,0.26940752354397957,169.2888099513198,8.14708721274928,0.016388206461051325,1000,0.21,1.4079065569438802,0.03086619177515192,False,-1.246585473126288
borel_critical,1000,212,1.4890725278519223,0.25734082048240947,215.88020500229618,9.952910302385536,0.009124991392093329,1000,0.865,1.4890725278519223,0.0,False,-2.0
borel_critical,1000,213,1.5168878404777448,0.2884986730017254,145.0021751410405,6.964029121873857,0.01562542416194035,1000,0.225,1.3072729357024757,0.08254770644543001,False,3.128947530143705
borel_critical,1000,214,1.4519219384609006,0.25899247832383754,155.3160717928981,7.508818270730566,0.017160959517094954,1000,0.175,1.3157471374338687,0.052269114259157826,False,0.21145626100042136
borel_critical,1000,215,1.5288584710450497,0.2764337882016703,204.1678791860568,9.253458789607144,0.011125297800925749,1000,0.665,1.5288584710450497,0.0,False,-2.0
borel_critical,1000,216,1.483629678103556,0.26285293144815813,187.384545560589,8.598498329126535,0.014299412843531978,1000,0.335,1.4131402841777279,0.027239704445728864,False,-1.4102538109500529
borel_critical,1000,217,1.4588470938651827,0.24207767804880131,230.56171288324455,11.465235282810294,0.02163449838528897,1000,0.045,1.4588470938651827,0.0,False,-2.0000000000009095
borel_critical,1000,218,1.5236489586596296,0.26645688876955076,232.43568767238565,10.726400116529007,0.012919351145740943,1000,0.425,1.5236489586596296,0.0,False,-2.0
borel_critical,1000,219,1.4820808470381106,0.25296406973231644,222.2516846357842,10.653311598496154,0.019267018669030578,1000,0.08,1.4820808470381106,0.0,False,-2.0
borel_critical,1000,220,1.4965207190543968,0.258784945304119,221.3286840422572,10.119778328810366,0.010703121239322266,1000,0.68,1.4965207190543968,0.0,False,-2.0000000000009095
borel_critical,1000,221,1.4794146632474163,0.2577518983492968,200.22514447500964,9.573362508483495,0.010637764051519505,1000,0.66,1.4794146632474163,0.0,False,-1.9999999999990905
borel_critical,1000,222,1.4896858392023713,0.2719644116610176,163.0767052886744,7.808830079532074,0.01537808020450493,1000,0.235,1.3470216755182092,0.055459690831348475,False,0.4035643115230414
borel_critical,1000,223,1.4740794206501295,0.24994876961972018,222.1187828243552,10.43334623983162,0.01445131595661342,1000,0.38,1.4740794206501295,0.0,False,-2.0000000000009095
borel_critical,1000,224,1.47832568713868,0.2582330319975066,196.8270626513484,9.429341695621604,0.011058053542634727,1000,0.66,1.47832568713868,0.0,False,-1.9999999999990905
borel_critical,1000,225,1.4969846456148108,0.2714342529789435,175.62751288668915,8.287127032502477,0.013469220578085417,1000,0.415,1.4385665985257992,0.022656791089890667,False,-1.5961834022646144
borel_critical,1000,226,1.4836523075285815,0.2657287069218348,176.84617196924333,8.295486994260244,0.019652766387985743,1000,0.095,1.4149464564882426,0.026548094094107987,False,-1.4396803769395774
borel_critical,1000,227,1.4727514584211807,0.2509900492210948,216.16837910909538,9.929276518670223,0.012942659045431681,1000,0.47,1.4727514584211807,0.0,False,-2.000000000001819
borel_critical,1000,228,1.5034273973601717,0.26616516681843083,204.10066902448284,9.566938286722097,0.013110831852502836,1000,0.47,1.5034273973601717,0.0,False,-2.0
borel_critical,1000,229,1.4502293057863174,0.2575462072507765,158.25741824661495,7.734523946969207,0.018435000227468135,1000,0.105,1.3249006001799515,0.0480525323477967,False,-0.125069540145887
borel_critical,1000,230,1.4454955966150234,0.25138258383450307,174.72207117748994,8.076789665455024,0.015732467462099886,1000,0.235,1.3487013423361287,0.037001327187049855,False,-0.8789545593263028
borel_critical,1000,231,1.470731344319832,0.26616516681843083,156.35546481017138,7.47930003697637,0.017234072487760876,1000,0.155,1.3385147702988465,0.05105088509774935,False,0.07575019625710411
borel_critical,1000,232,1.5036455157787163,0.2724203950105333,181.7996961529919,8.531118718771884,0.010814034085145752,1000,0.68,1.426438590766048,0.030039783399655125,False,-1.2965340180489875
borel_critical,1000,233,1.4363771050035705,0.2471891432644251,177.54193317535743,8.480188176442987,0.010901202524412845,1000,0.72,1.3857565215489025,0.019249939695357463,False,-1.6921921586026656
borel_critical,1000,234,1.4822402752935684,0.26696885037822804,170.2549431785204,8.031607607659495,0.010471801577900286,1000,0.745,1.3713753052956283,0.04291759854241817,False,-0.5433157487932476
borel_critical,1000,235,1.4968434652128035,0.2617894817776186,210.60720184688142,9.55306439418747,0.01777791136793261,1000,0.1,1.4968434652128035,0.0,False,-2.0000000000009095
borel_critical,1000,236,1.4324340464468808,0.2369184144866019,212.40635046836704,10.316264454683077,0.01507682850413189,1000,0.315,1.4324340464468808,0.0,False,-2.0
borel_critical,1000,237,1.4911557171755074,0.2566583862165215,221.49106982536537,10.42171843483695,0.014214236559870086,1000,0.4,1.4911557171755074,0.0,False,-2.0000000000009095
borel_critical,1000,238,1.4474949240227684,0.24910854368863294,186.41372850371351,8.590489599676465,0.012260940511677476,1000,0.58,1.4083752297681331,0.014920034021256355,False,-1.8165321050964849
borel_critical,1000,239,1.4408561972704117,0.24737986674331325,183.37501277641667,8.74572074973369,0.017913981309398586,1000,0.195,1.4248685294721046,0.006077891377108724,False,-1.9692857124837246
borel_critical,1000,240,1.5487245332414243,0.28892391098907666,189.664498749433,8.364831357256607,0.01260267721407582,1000,0.475,1.4805575585204516,0.02689919926507402,False,-1.4588500960780948
borel_critical,1000,241,1.4645869471207131,0.2608743036896749,166.85886119833572,8.195558082080392,0.01202025379014271,1000,0.555,1.3949920933050337,0.026729272478296564,False,-1.422346731331345
borel_critical,1000,242,1.4630805143507306,0.2644993332539116,151.25576092358818,6.983543378461758,0.02397251401556938,1000,0.015,1.2446042489452278,0.08453674452772472,False,3.6518040640848994
borel_critical,1000,243,1.453758507036147,0.25046841691212174,190.35421122178278,9.359439993389117,0.007071636522469116,1000,0.97,1.453758507036147,0.0,False,-2.0
borel_critical,1000,244,1.469721063863199,0.26080415252918254,174.63685418133142,7.970597030704018,0.014165411085950708,1000,0.37,1.3508395073106165,0.04585407385376721,False,-0.32032182645889407
borel_critical,1000,245,1.4907579427419773,0.2644993332539116,191.72977638444837,8.873515889635241,0.012833456801359944,1000,0.49,1.44659029407993,0.017082404694733377,False,-1.7686411796512402
borel_critical,1000,246,1.4420832815638516,0.24189430699493247,206.70234810217568,9.696577675355076,0.014547777598745038,1000,0.38,1.4420832815638516,0.0,False,-2.0
borel_critical,1000,247,1.476817810213218,0.2554384165996493,205.15216934952218,10.18304356791991,0.015986433878592887,1000,0.26,1.476817810213218,0.0,False,-2.0
