condition,hours,seed,iei_ms,dropped_events,events,span_ms,realized_rate_per_hour,detected_fraction_over_20ms,detected_max_duration_ms,nominal_offspring,actual_offspring,attempted_offspring,generation_limit_hits,generated_cascades,max_generated_duration_ms,generated_fraction_over_20ms,clipped_events
capped,3.0,106,1.2940732826346553,0.0,174055,10806296,57984.53049962725,0.2685178989628638,116.0,,,,,,,,
capped,3.0,107,1.2977493133551634,0.0,174043,10803864,57993.58451753928,0.26466256025709695,112.0,,,,,,,,
capped,3.0,108,1.297442443984681,0.0,174006,10800000,58002.0,0.26789884566624406,116.0,,,,,,,,
capped,3.0,109,1.2968550772883443,0.0,174005,10809867,57948.72406848299,0.26797783184644497,116.0,,,,,,,,
capped,3.0,110,1.2968886651775884,0.0,174005,10800000,58001.666666666664,0.2690112806901128,112.0,,,,,,,,
capped,3.0,111,1.2983232080817726,0.0,174005,10800000,58001.666666666664,0.2700242718446602,116.0,,,,,,,,
capped,3.0,112,1.296099190398007,0.0,174029,10800000,58009.666666666664,0.26430752888062675,112.0,,,,,,,,
capped,3.0,113,1.2910041289642449,0.0,174055,10800000,58018.333333333336,0.27305519635200437,116.0,,,,,,,,
capped,3.0,114,1.2708473193838818,0.0,174008,10800000,58002.666666666664,0.2688230869178691,120.0,,,,,,,,
capped,3.0,115,1.2954525452922465,0.0,174014,10808342,57959.89801210954,0.2643947509373326,124.0,,,,,,,,
capped,3.0,116,1.284445365121812,0.0,174047,10800000,58015.666666666664,0.2673629951166576,116.0,,,,,,,,
capped,3.0,117,1.2850006920241075,0.0,174052,10802260,58005.195209150676,0.26142535435156977,120.0,,,,,,,,
capped,3.0,118,1.2891740931341784,0.0,174010,10800000,58003.333333333336,0.2715746421267894,136.0,,,,,,,,
capped,3.0,119,1.3061160428411787,0.0,174036,10800256,58010.62493333491,0.2741016949152542,112.0,,,,,,,,
refractory_0.8,3.0,100,16.910374543284277,,173855,10800000,57951.666666666664,0.10267122420559564,112.0,0.8,0.7274252873563218,0.8002126436781609,0.0,47428.0,112.0,0.10268196002361474,145.0
refractory_0.8,3.0,101,15.395903163009908,,173835,10800000,57945.0,0.10519582969106454,116.0,0.8,0.7302011494252874,0.8034367816091954,0.0,46945.0,116.0,0.10518692086484184,165.0
refractory_0.8,3.0,102,17.64229312121696,,173865,10800000,57955.0,0.10207681485059113,120.0,0.8,0.7261091954022989,0.7980229885057472,0.0,47657.0,120.0,0.10210462261577523,135.0
refractory_0.8,3.0,103,17.49184111959583,,173914,10800000,57971.333333333336,0.10176191076910138,104.0,0.8,0.7264498479893794,0.799702300561491,0.0,47598.0,104.0,0.101705954031682,87.0
refractory_0.8,3.0,104,15.694929240116254,,173957,10800000,57985.666666666664,0.10471204188481675,104.0,0.8,0.7298808627536624,0.8024551583036879,0.0,47001.0,104.0,0.1047211761451884,44.0
refractory_0.8,3.0,105,18.092205667289285,,174000,10800000,58000.0,0.10201946217432249,120.0,0.8,0.7253735632183909,0.7980862068965517,0.0,47785.0,120.0,0.10201946217432249,0.0
refractory_0.8,3.0,106,18.485731628885052,,174008,10800000,58002.666666666664,0.1011447192513369,112.0,0.8,0.724886212128178,0.7971300170107122,0.0,47872.0,112.0,0.1011447192513369,0.0
refractory_0.8,3.0,107,18.59794552236648,,173928,10800000,57976.0,0.10009180820431499,112.0,0.8,0.7244734346714174,0.7960633315134622,0.0,47943.0,112.0,0.10013974928561,77.0
refractory_0.8,3.0,108,18.39018284167951,,173896,10800000,57965.333333333336,0.10121846719752545,116.0,0.8,0.7248517309548986,0.7967564709668521,0.0,47878.0,116.0,0.10123647604327667,112.0
refractory_0.8,3.0,109,17.54420031771132,,174016,10800000,58005.333333333336,0.10168139549528747,104.0,0.8,0.7262378172122104,0.8003459452004413,0.0,47639.0,104.0,0.10168139549528747,0.0
refractory_0.8,3.0,110,17.004607424202785,,174001,10800000,58000.333333333336,0.10353987898210032,120.0,0.8,0.7274096125884334,0.8013229809024086,0.0,47431.0,120.0,0.10353987898210032,0.0
refractory_0.8,3.0,111,16.87215508340241,,174000,10800000,58000.0,0.10302928022951649,92.0,0.8,0.7275632183908046,0.8006954022988506,0.0,47404.0,92.0,0.10302928022951649,0.0
refractory_0.8,3.0,112,18.15821126679018,,174002,10800000,58000.666666666664,0.10124092326364911,96.0,0.8,0.7253652256870611,0.7971172745140861,0.0,47787.0,96.0,0.10124092326364911,0.0
refractory_0.8,3.0,113,18.231197348232637,,173967,10800000,57989.0,0.09992892085127733,128.0,0.8,0.7250063216937541,0.7979586676168364,0.0,47850.0,128.0,0.09989550679205851,37.0
refractory_0.8,3.0,114,15.39175061775328,,173969,10800000,57989.666666666664,0.1059362677182138,104.0,0.8,0.730309247541709,0.8036930397751763,0.0,46927.0,104.0,0.10590917808511091,34.0
refractory_0.8,3.0,115,18.808782861722637,,173989,10800000,57996.333333333336,0.09962077012835473,108.0,0.8,0.7241682519065983,0.7966563410555112,0.0,47995.0,108.0,0.09961454318158142,12.0
refractory_0.8,3.0,116,17.38926335362222,,173870,10800000,57956.666666666664,0.10390703940720782,96.0,0.8,0.7267831794070149,0.7981505853414635,0.0,47540.0,96.0,0.10391249474127051,131.0
refractory_0.8,3.0,117,17.460095191107758,,173963,10800000,57987.666666666664,0.10200391109615829,116.0,0.8,0.7266008436684636,0.7988126573257779,0.0,47572.0,116.0,0.10201378962414866,39.0
refractory_0.8,3.0,118,16.563200570646636,,174000,10800000,58000.0,0.10301953818827708,100.0,0.8,0.7282068965517241,0.8010919540229885,0.0,47292.0,100.0,0.10301953818827708,0.0
refractory_0.8,3.0,119,16.836748206464005,,173992,10800000,57997.333333333336,0.1022533251828587,104.0,0.8,0.7273390804597701,0.8001379310344827,0.0,47443.0,104.0,0.10224901460700209,8.0
refractory_1.0,3.0,100,1.8758316952736067,,173843,10800000,57947.666666666664,0.22091310751104565,176.0,1.0,0.8516091954022988,1.0005862068965516,0.0,25820.0,176.0,0.22087529047250193,157.0
refractory_1.0,3.0,101,1.872670786524426,,173919,10800000,57973.0,0.2178442738524205,180.0,1.0,0.8532649918403935,1.0044935297768176,0.0,25536.0,180.0,0.21788847117794485,109.0
refractory_1.0,3.0,102,1.8910873657552243,,174011,10800000,58003.666666666664,0.2135343485360574,224.0,1.0,0.8486704863485641,0.9953451218601123,0.0,26333.0,224.0,0.2135343485360574,0.0
refractory_1.0,3.0,103,1.8782930252645218,,174056,10800000,58018.666666666664,0.21558923600371172,188.0,1.0,0.8514041457921588,1.0010973479799605,0.0,25864.0,188.0,0.21558923600371172,0.0
refractory_1.0,3.0,104,1.8784169065088439,,173970,10800000,57990.0,0.2176760671906303,172.0,1.0,0.8508005655107412,0.9986436937506465,0.0,25961.0,172.0,0.21767266284041448,32.0
refractory_1.0,3.0,105,1.8756529976992826,,173926,10800000,57975.333333333336,0.2133404727300543,132.0,1.0,0.8496994563780759,0.9992931765679413,0.0,26155.0,132.0,0.21334352896195757,92.0
refractory_1.0,3.0,106,1.8722529515978523,,174002,10800000,58000.666666666664,0.21331750650941952,188.0,1.0,0.8499097711520557,1.0000057470603787,0.0,26116.0,188.0,0.21331750650941952,0.0
refractory_1.0,3.0,107,1.8742218372760244,,174001,10800000,58000.333333333336,0.210435976656368,164.0,1.0,0.8493284521353326,0.9991436830822812,0.0,26217.0,164.0,0.210435976656368,0.0
refractory_1.0,3.0,108,1.8828699697100821,,173962,10800000,57987.333333333336,0.21697751170465884,168.0,1.0,0.8502468206398373,0.998775953520714,0.0,26059.0,168.0,0.21700755976821828,51.0
refractory_1.0,3.0,109,1.8701551435212713,,174003,10800000,58001.0,0.2170235669524432,140.0,1.0,0.8505140715964667,1.0004540151606582,0.0,26011.0,140.0,0.2170235669524432,0.0
refractory_1.0,3.0,110,1.8730954520577563,,173904,10800000,57968.0,0.21603675249971047,152.0,1.0,0.8510674980604006,1.0007413580069537,0.0,25915.0,152.0,0.2161682423306965,101.0
refractory_1.0,3.0,111,1.8660569146819375,,174031,10800000,58010.333333333336,0.21738961744393576,148.0,1.0,0.8518999488596859,1.0014824944981067,0.0,25774.0,148.0,0.21738961744393576,0.0
refractory_1.0,3.0,112,1.890732606691611,,173990,10800000,57996.666666666664,0.21105736527851257,152.0,1.0,0.8479080459770115,0.9945919540229885,0.0,26464.0,152.0,0.21104141475211607,10.0
refractory_1.0,3.0,113,1.8632733252903235,,174016,10800000,58005.333333333336,0.21799820641790463,244.0,1.0,0.8526170007355646,1.0014998620816478,0.0,25647.0,244.0,0.21799820641790463,0.0
refractory_1.0,3.0,114,1.8671618993789405,,173996,10800000,57998.666666666664,0.22384648725324086,196.0,1.0,0.8541223664095815,1.0059079780692175,0.0,25383.0,196.0,0.22381121222865696,6.0
refractory_1.0,3.0,115,1.8793690322318692,,173884,10800000,57961.333333333336,0.2172264562827927,152.0,1.0,0.8498637946690268,0.9984195583958805,0.0,26124.0,152.0,0.21727147450620118,118.0
refractory_1.0,3.0,116,1.8765342082877627,,173914,10800000,57971.333333333336,0.21902140198511166,180.0,1.0,0.8516330365917437,1.0012241308957994,0.0,25816.0,180.0,0.21893399442206385,87.0
refractory_1.0,3.0,117,1.8708221879981628,,174034,10800000,58011.333333333336,0.2137360523278184,160.0,1.0,0.8506613650206282,1.0001953641242516,0.0,25990.0,160.0,0.2137360523278184,0.0
refractory_1.0,3.0,118,1.8785116768953434,,174001,10800000,58000.333333333336,0.21558250927070458,180.0,1.0,0.8512192458664031,1.000994247159499,0.0,25888.0,180.0,0.21558250927070458,0.0
refractory_1.0,3.0,119,1.883720143675634,,174020,10800000,58006.666666666664,0.21598503074044373,152.0,1.0,0.8495172968624296,0.997724399494311,0.0,26187.0,152.0,0.21598503074044373,0.0
refractory_1.2,3.0,100,1.4442658224717433,,174026,10800000,58008.666666666664,0.36155848381324224,280.0,1.2,0.929355383678301,1.1991484031121786,0.0,12294.0,280.0,0.36155848381324224,0.0
refractory_1.2,3.0,101,1.4360134220722642,,174020,10800000,58006.666666666664,0.3558252029187505,252.0,1.2,0.929910355131594,1.2043615676359039,0.0,12197.0,252.0,0.3558252029187505,0.0
refractory_1.2,3.0,102,1.452969084312692,,173985,10800000,57995.0,0.3531397174254317,224.0,1.2,0.9267842776692334,1.195914262728422,0.0,12741.0,224.0,0.3531904874028726,35.0
refractory_1.2,3.0,103,1.4446556731418239,,174001,10800000,58000.333333333336,0.3546994884910486,224.0,1.2,0.9280923672852455,1.2002804581582864,0.0,12512.0,224.0,0.3546994884910486,0.0
refractory_1.2,3.0,104,1.438236712884513,,173780,10800000,57926.666666666664,0.36450918722065884,244.0,1.2,0.9305585074301076,1.2036601967958918,0.0,12089.0,244.0,0.3646290015716767,309.0
refractory_1.2,3.0,105,1.4427630275411136,,173872,10800000,57957.333333333336,0.3553525226390686,224.0,1.2,0.9288772419817366,1.1988632771868122,0.0,12376.0,224.0,0.35536522301228185,137.0
refractory_1.2,3.0,106,1.4416867454954256,,173953,10800000,57984.333333333336,0.3518311210618903,380.0,1.2,0.928121102752283,1.198142539410693,0.0,12507.0,380.0,0.3518829455504917,48.0
refractory_1.2,3.0,107,1.4384462361260015,,173971,10800000,57990.333333333336,0.34716053299492383,304.0,1.2,0.927535482388094,1.1973395391599149,0.0,12611.0,304.0,0.34723653952898265,59.0
refractory_1.2,3.0,108,1.458911121451838,,173939,10800000,57979.666666666664,0.34981197116891255,260.0,1.2,0.9265919540229886,1.1944540229885057,0.0,12773.0,260.0,0.3497220699913881,61.0
refractory_1.2,3.0,109,1.4536599270059425,,173855,10800000,57951.666666666664,0.3600865939704939,276.0,1.2,0.9282878369138661,1.1986060915980534,0.0,12481.0,276.0,0.360227545869722,188.0
refractory_1.2,3.0,110,1.4498515842375643,,174000,10800000,58000.0,0.3533138015678201,228.0,1.2,0.927419540229885,1.1970919540229885,0.0,12629.0,228.0,0.3533138015678201,0.0
refractory_1.2,3.0,111,1.438183888696341,,174017,10800000,58005.666666666664,0.3539104573587332,280.0,1.2,0.9285069849497463,1.201095295287242,0.0,12441.0,280.0,0.3539104573587332,0.0
refractory_1.2,3.0,112,1.445094651581861,,173982,10800000,57994.0,0.35086034413765504,256.0,1.2,0.9281864463265799,1.2012767620120206,0.0,12498.0,256.0,0.3508561369819171,52.0
refractory_1.2,3.0,113,1.4456712221885082,,173870,10800000,57956.666666666664,0.3566755512478798,304.0,1.2,0.9287943311322219,1.1976345235426975,0.0,12390.0,304.0,0.3566585956416465,133.0
refractory_1.2,3.0,114,1.432398187807878,,173887,10800000,57962.333333333336,0.3642301967917976,276.0,1.2,0.9304770114942529,1.2041609195402299,0.0,12097.0,276.0,0.36430519963627345,113.0
refractory_1.2,3.0,115,1.4513537453311116,,173982,10800000,57994.0,0.35356032214336974,236.0,1.2,0.9279114134994426,1.1981875854776982,0.0,12545.0,236.0,0.35360701474691114,40.0
refractory_1.2,3.0,116,1.4446293054928472,,174020,10800000,58006.666666666664,0.36264894220637106,204.0,1.2,0.92910584990231,1.1990748189863234,0.0,12337.0,204.0,0.36264894220637106,0.0
refractory_1.2,3.0,117,1.4482921025234248,,174036,10800000,58012.0,0.3514366908746448,252.0,1.2,0.9272104622032223,1.1970914063756923,0.0,12668.0,252.0,0.3514366908746448,0.0
refractory_1.2,3.0,118,1.4306822259896794,,174003,10800000,58001.0,0.35276544206701654,240.0,1.2,0.9288230662689724,1.201168945363011,0.0,12385.0,240.0,0.35276544206701654,0.0
refractory_1.2,3.0,119,1.4448634356869083,,173931,10800000,57977.0,0.35955598455598453,244.0,1.2,0.9285357235197794,1.1992703036571002,0.0,12438.0,244.0,0.3595433349413089,114.0
