condition,seed,control,jitter_ms,dt_ms,original_native,control_native,sigma_single,tau_regression,regression_r2,n_avalanches,fit_fraction,mean_size,max_size,tau_mle,exp_rate,llr,vuong_z,ks,fit_n
uniform,119,jitter,80,7,4,7,0.7229195722919572,2.0830108789649153,0.9065589644099763,3311,0.9954696466324373,4.078526125037753,89,1.4294407571993322,0.29655764195583645,-32.64508820885166,-1.0029845488294644,0.08118493633654877,3296
uniform,119,jitter,80,10,4,7,0.9579554822753503,1.4950466962630984,0.8806469082683843,2069,0.9753504108264862,6.526824552924118,102,1.1886918330288179,0.19415567422863084,87.37045505530827,3.697654106313009,0.05547526525252178,2018
mixed,100,none,0,4,4,4,0.6008359456635318,1.8915150668405993,0.9590068969111638,2743,0.981407218374043,4.523514400291652,183,1.6000969306092951,0.3527213935076906,179.94625553884768,4.807758398568526,0.06899410000242151,2692
mixed,100,none,0,10,4,4,0.9426644182124789,1.5111305000663995,0.9308978288532666,1091,0.9083409715857012,11.373052245646196,183,1.2808490153488297,0.22214017611676634,50.92775109715153,2.7253301954720643,0.07127856005168237,991
mixed,100,shuffle,0,4,4,59,0.055960413855150694,5.284970773845282,0.9658151450653211,11422,1.0,1.086324636666083,4,4.107358902792841,2.532440350253731,-104.25267581406763,-9.52520996093108,0.010185562610677046,11422
mixed,100,shuffle,0,10,4,59,0.13716719914802983,4.810406980417116,0.9382165692551252,10097,1.0,1.2288798653065267,8,3.1107430181660067,1.6806610945819962,-299.2682915897425,-15.01789148585808,0.03490123382715804,10097
mixed,100,shuffle,0,59,4,59,0.8120050020842018,2.49408724719795,0.8543685999180708,3726,1.0,3.3301127214170694,24,1.4481595618682395,0.3570032403636275,-615.5381285002625,-24.043508097611827,0.14204170289396084,3726
mixed,100,jitter,4,4,4,4,0.6408060453400504,2.0894112221008947,0.940766800762198,2801,0.9800071403070332,4.429846483398786,183,1.6304835285700872,0.37237125529940673,154.7047627904531,4.239170654853912,0.07127778425847026,2745
mixed,100,jitter,4,10,4,4,1.0048543689320388,1.593202128479478,0.8861972718069927,1086,0.9060773480662984,11.425414364640885,183,1.2811086866015362,0.22386732237168921,43.77412447238965,2.38942114800152,0.06324518088920078,984
mixed,100,jitter,20,4,4,5,0.5026881720430108,2.074544014179828,0.9486523488030741,3109,0.9835960115792859,3.990993888710196,180,1.7039061839223155,0.4001645274487793,266.98663981756016,6.564976446852275,0.054599323709463465,3058
mixed,100,jitter,20,5,4,5,0.59695603156708,1.8683986910247388,0.915912744125747,2512,0.9753184713375797,4.939490445859873,180,1.6181392773422925,0.3521558525977023,230.35234063538206,6.301508671052331,0.05164741329763617,2450
mixed,100,jitter,20,10,4,5,0.8081471747700394,1.6632889283349108,0.9520094502699671,1189,0.9100084104289319,10.435660218671153,183,1.4038914852049853,0.26036459705860016,86.19068326605671,4.212977635154653,0.040663911622061955,1082
mixed,100,jitter,80,4,4,7,0.4273425499231951,2.253432621410049,0.9456385226755095,4252,0.993414863593603,2.9181561618062086,164,1.8711880104146754,0.5001349386105178,369.6616440779748,7.284968628076055,0.05089373751173243,4224
mixed,100,jitter,80,7,4,7,0.5411764705882353,2.097796122846292,0.947120506802731,2695,0.9732838589981447,4.604081632653061,207,1.7181156114109495,0.411440544078578,207.9752046281117,5.711780329458659,0.052106020371660955,2623
mixed,100,jitter,80,10,4,7,0.6383307573415765,2.0086605709386482,0.9532578476617181,1889,0.9555320275277925,6.5685547908946536,212,1.588177106481437,0.34529715872251177,127.88178188804903,4.460856587956562,0.05558577499089751,1805
mixed,101,none,0,4,4,4,0.6643979057591624,2.0768216543425133,0.9338878273481118,2727,0.9853318665199853,4.359369270260359,179,1.575562073330234,0.346054831984995,136.07264013691278,3.9406865220727103,0.06487077799221336,2687
mixed,101,none,0,10,4,4,1.0797227036395147,1.5084116087892259,0.8991221332446256,1056,0.9034090909090909,11.257575757575758,179,1.2604155372259047,0.2142719175628347,52.9724594247012,2.9515639767539286,0.07723538629267185,954
mixed,101,shuffle,0,4,4,61,0.05394540014958863,5.296357964846655,0.9702311059239038,10979,1.0,1.0827944257218325,4,4.153889456235541,2.570939672780062,-95.35430685106935,-9.032428862986112,0.00988245733745663,10979
mixed,101,shuffle,0,10,4,61,0.12964183695891013,4.793393398320896,0.9425900502171634,9746,1.0,1.2197824748614816,8,3.1520658179952665,1.713789515949843,-260.0189787211339,-13.503062684176097,0.032025367578920494,9746
mixed,101,shuffle,0,61,4,61,0.8463804713804713,2.4869450081813644,0.852733948590576,3658,1.0,3.2498633132859487,22,1.4595788162407626,0.3676770034113771,-649.4116487098296,-25.88244428594261,0.14975802851938902,3658
mixed,101,jitter,4,4,4,5,0.6082687338501293,2.0307028722075025,0.9488606637639901,2776,0.9827089337175793,4.282420749279539,166,1.6186820975086302,0.3668066758103673,148.8473860978482,4.163206029141958,0.06715633798198922,2728
mixed,101,jitter,4,5,4,5,0.6627586206896552,1.9655821361668973,0.9326411868704364,2245,0.9746102449888642,5.29532293986637,179,1.5077659668978196,0.31450369946594725,102.68470909037303,3.3938966254700835,0.06944440549968939,2188
mixed,101,jitter,4,10,4,5,0.9385665529010239,1.5788068825046493,0.8868544746694282,1062,0.8983050847457628,11.1939736346516,179,1.2798412157214418,0.22151773625032722,50.14522314959603,2.8420736644335975,0.07024686760154308,954
mixed,101,jitter,20,4,4,5,0.5568435131520285,2.1622034286331893,0.9302279535391312,3089,0.9864033667853674,3.8484946584655226,178,1.6838359541540644,0.3984473923127819,194.94546791885506,4.962759619345171,0.06300863608723895,3047
mixed,101,jitter,20,5,4,5,0.6289855072463768,1.9610203539820676,0.9322683811762742,2463,0.9801055623223711,4.826634185952091,178,1.5856784311664232,0.33886663337915524,207.1864004729695,6.131592320592434,0.055231249406582805,2414
mixed,101,jitter,20,10,4,5,0.8541666666666666,1.648443760662023,0.8558871529672057,1140,0.9078947368421053,10.428070175438597,247,1.3879008500698173,0.24980320937386996,99.55364532757699,4.579707458791097,0.055395770608564765,1035
mixed,101,jitter,80,4,4,7,0.4082876294942108,2.3210592821286626,0.9489104689778638,4251,0.993413314514232,2.7965184662432367,142,1.8940045418715403,0.5148020754377545,369.8476633929697,7.33744416383719,0.046907244363058376,4223
mixed,101,jitter,80,7,4,7,0.5181585677749361,2.064438311256111,0.9445827966030621,2693,0.9788340141106573,4.414407723728184,193,1.7079862248413864,0.3995785526920529,248.64607954081035,6.5348572617970015,0.05041356200027203,2636
mixed,101,jitter,80,10,4,7,0.6285046728971962,1.826108471362309,0.9183969710746478,1840,0.9538043478260869,6.460869565217391,234,1.5888099991969131,0.3361667382687966,172.32424085973832,5.427261396834065,0.05232968492982076,1755
mixed,102,none,0,5,5,5,0.6453104359313078,1.9380818551240504,0.964933933859909,2266,0.9735216240070609,5.300970873786408,233,1.550761957510149,0.3391606159952736,76.85538683751246,2.418367495350395,0.072361397390665,2206
mixed,102,none,0,10,5,5,0.9036544850498339,1.6181963154384453,0.8393125754748563,1101,0.9100817438692098,10.91008174386921,233,1.2959239580333186,0.2299657510325021,40.70537118444786,2.146465928459181,0.061437061743120414,1002
mixed,102,shuffle,0,5,5,60,0.06955119081506785,5.102278317295633,0.9571907738276585,10875,1.0,1.104551724137931,4,3.891887015188404,2.357512935352693,-140.05385173088604,-11.898976824247674,0.013579215680493029,10875
mixed,102,shuffle,0,10,5,60,0.13888280394304492,4.583233344978056,0.9479851298319555,9770,1.0,1.2294779938587512,7,3.1076200243864402,1.6785378254711159,-293.6028936948502,-15.140695491853593,0.03528926933022225,9770
mixed,102,shuffle,0,60,5,60,0.8083507306889353,2.6704637389090253,0.8873442170526987,3720,1.0,3.229032258064516,27,1.4741128325177595,0.37055301262491447,-609.8579386430731,-22.763813028211054,0.1447780192102494,3720
mixed,102,jitter,4,5,5,5,0.6822372464658881,2.0139694669801647,0.9481109686182724,2334,0.9764353041988003,5.146529562982005,233,1.5763185124977017,0.34942255810946776,96.10158262295496,3.0175139513437355,0.06528055684085099,2279
mixed,102,jitter,4,10,5,5,0.9984423676012462,1.5510531284614972,0.938819464848882,1096,0.906021897810219,10.959854014598541,233,1.2920753312126028,0.23163245271391047,27.982161174038144,1.5269325226608637,0.05918453244343075,993
mixed,102,jitter,20,5,5,5,0.5757244395844724,2.029794281299484,0.9387830691170984,2546,0.9803613511390417,4.717989002356638,228,1.653147157011146,0.3768847992950636,190.33469228564553,5.337964044359716,0.0595476843501922,2496
mixed,102,jitter,20,10,5,5,0.8255208333333334,1.6336441762852598,0.9040120526057555,1213,0.920032976092333,9.902720527617477,233,1.372771060571809,0.2479064873097171,90.72867472296089,4.224077271031261,0.0439685616594212,1116
mixed,102,jitter,80,5,5,7,0.45215485756026297,2.2697956692322436,0.9659708932688771,3572,0.9888017917133258,3.362821948488242,222,1.8309700088271104,0.4768303343277178,294.38576291708677,6.803440050862231,0.04713760071762774,3532
mixed,102,jitter,80,7,5,7,0.5017650025214322,1.998534180785609,0.9500953641449679,2726,0.9805575935436537,4.406456346294938,229,1.720021940558171,0.3986911129022158,301.7933431543185,7.739630368102913,0.04856889639964751,2673
mixed,102,jitter,80,10,5,7,0.607566765578635,1.8415988700309471,0.9666334622964216,1917,0.9587897756911842,6.2660406885759,233,1.603587446541896,0.34191100712269706,188.43823018586477,6.328753489782636,0.05159525979485291,1838
mixed,103,none,0,4,4,4,0.6125385405960946,1.9798433554604027,0.9389597095377706,2804,0.9835948644793152,4.508559201141227,248,1.601006090520423,0.355857400994693,163.83249589763352,4.349339556951965,0.06981321982192962,2758
mixed,103,none,0,10,4,4,1.0118243243243243,1.5733131814959673,0.9284164823077817,1085,0.9032258064516129,11.651612903225807,248,1.2706037906793899,0.22231186064980996,35.11031928884033,1.9246875510397374,0.06604647095695332,980
mixed,103,shuffle,0,4,4,58,0.05562379364800842,5.8887549741928,0.9684612290374216,11679,1.0,1.0824556896994606,5,4.157235917607318,2.574726471234115,-103.81882642431464,-9.408398919806341,0.010051704053472443,11679
mixed,103,shuffle,0,10,4,58,0.14120346230055272,4.661925813552311,0.936626211395932,10268,1.0,1.2312037397740554,6,3.098301181374781,1.6724483078626373,-322.5164489682154,-16.581232935079296,0.035966556058163124,10268
mixed,103,shuffle,0,58,4,58,0.8015390846496557,2.648148694269184,0.8553002729404561,3817,1.0,3.3120251506418654,22,1.4565360881910916,0.3593545357078459,-608.4160410241607,-22.91196907067552,0.13843426978279533,3817
mixed,103,jitter,4,4,4,4,0.6556324110671937,1.9657049519468741,0.958462788412188,2822,0.9836995038979447,4.479801559177888,248,1.6007665461404574,0.3566032703908101,158.21987151310526,4.171642351514077,0.06519831898710587,2776
mixed,103,jitter,4,10,4,4,1.050080775444265,1.5699828846688513,0.9024526776647507,1076,0.9052044609665427,11.74907063197026,248,1.2561007268390068,0.2174943808698973,34.48295379533051,1.8866041570599081,0.058539238408824745,974
mixed,103,jitter,20,4,4,5,0.5416666666666666,2.088778866395545,0.9443957699424075,3106,0.9867997424339987,4.070186735350934,248,1.694355376620626,0.3959815096577791,259.23623238874325,6.401289214635792,0.05611454329887655,3065
mixed,103,jitter,20,5,4,5,0.6010044642857143,2.021294769944288,0.9393010228936237,2495,0.974749498997996,5.066933867735471,248,1.6385491168162272,0.3705533817531419,176.39311861794118,4.95309999562341,0.05850315993190103,2432
mixed,103,jitter,20,10,4,5,0.868766404199475,1.6427421731888496,0.9265751791199406,1207,0.9138359569179785,10.473902236951119,248,1.378882735211123,0.24889572213888372,95.34562231732293,4.60410606126428,0.03954233360656967,1103
mixed,103,jitter,80,4,4,7,0.42942583732057416,2.4414676771123585,0.9620753969731284,4274,0.9913430042115114,2.957884885353299,232,1.8899848142718856,0.5265676951753793,256.42358387614513,5.620051621326143,0.05091678335482641,4237
mixed,103,jitter,80,7,4,7,0.5520082389289392,2.1081707761524795,0.9577625832443109,2730,0.9787545787545787,4.630769230769231,247,1.6886446490308717,0.4005679496566654,174.6768711998225,4.696731174796443,0.06921703224057352,2672
mixed,103,jitter,80,10,4,7,0.6204724409448819,1.8189190455678277,0.9494475689403097,1916,0.9577244258872651,6.59812108559499,264,1.5666485113736481,0.33125141352234866,148.59976890923213,4.804704343155982,0.07882389990080585,1835
mixed,104,none,0,4,4,4,0.586856851757514,1.9655424058270377,0.9574661665671992,2812,0.9818634423897582,4.619132290184922,182,1.6101101058139111,0.35618381793753473,197.2095303261618,5.309424858072318,0.06572674930925432,2761
mixed,104,none,0,10,4,4,0.8962585034013606,1.476298520200476,0.9386970781161836,1062,0.8935969868173258,12.230696798493408,187,1.2910174511640538,0.22031286232702202,70.13065631054299,3.7750272938946767,0.0552484614468024,949
mixed,104,shuffle,0,4,4,57,0.05546942291128338,5.313772961425507,0.9644036218262668,11952,1.0,1.0867637215528783,4,4.10061103779949,2.5277709161777473,-112.51347452102442,-10.084890555367839,0.010411201028753592,11952
mixed,104,shuffle,0,10,4,57,0.1422602669927647,4.678965871645037,0.9064946986719525,10529,1.0,1.2336404216924683,6,3.0932300399326333,1.663941495480874,-312.4147922954278,-15.332559359068224,0.03544401661157326,10529
mixed,104,shuffle,0,57,4,57,0.8428513568246253,2.7053866969530205,0.8561611981963222,3877,1.0,3.3502708279597626,24,1.4352960790306657,0.35441875283499324,-685.8749995169536,-25.87143992702145,0.14899677068570305,3877
mixed,104,jitter,4,4,4,4,0.5835010060362174,1.9446476373649406,0.9535394686988112,2811,0.9793667733902526,4.620775524724297,187,1.6423762045414865,0.3705795906698306,214.2673646755874,5.440201852577558,0.061319624462524536,2753
mixed,104,jitter,4,10,4,4,1.0165016501650166,1.4757961330221807,0.9164238806220685,1065,0.8938967136150234,12.1962441314554,187,1.294409780525692,0.22157336891290397,69.95449970311215,3.6870539719216753,0.06071088482836029,952
mixed,104,jitter,20,4,4,5,0.5711805555555556,2.063387472100163,0.967663705469793,3141,0.9834447628143903,4.135307226997772,187,1.7042452377413913,0.4108007163040437,191.25720548915197,4.776068016892804,0.06167124924421191,3089
mixed,104,jitter,20,5,4,5,0.6224545954870666,2.085941535002387,0.9401008156018796,2520,0.973015873015873,5.154365079365079,186,1.6341130703307076,0.37344622182744647,143.74195723729008,4.106511651042746,0.05838930994745806,2452
mixed,104,jitter,20,10,4,5,0.8433734939759037,1.5300093107433852,0.9308952412942024,1190,0.9092436974789916,10.915126050420168,187,1.3726184576216252,0.24313669885733252,107.91481045817414,5.220038355721949,0.043064995014827134,1082
mixed,104,jitter,80,4,4,7,0.42025469981807156,2.319905089561037,0.9695428855193569,4274,0.9906410856340665,3.0390734674777726,135,1.8889919668649622,0.518627974585578,313.9209272831295,6.810661356110164,0.04737860050794385,4234
mixed,104,jitter,80,7,4,7,0.5501519756838906,2.118472713922601,0.9379105910530244,2699,0.9759170062986291,4.812523156724713,185,1.6953478782297342,0.3990216075131999,206.50902973909166,5.505137017595581,0.05116895429526713,2634
mixed,104,jitter,80,10,4,7,0.6087295401402962,1.8260617243192612,0.9551684919856451,1887,0.9533651298357181,6.883412824589295,187,1.5986435754744175,0.3362344269932691,201.50363170750887,6.504645210269716,0.04980116514206834,1799
mixed,105,none,0,4,4,4,0.6056555269922879,2.0250068052838426,0.9626950067730502,2835,0.9834215167548501,4.629982363315697,213,1.6008389145311295,0.36081189939740543,126.90836074539934,3.593399156882944,0.07419782063873653,2788
mixed,105,none,0,10,4,4,1.0704225352112675,1.4622624660642778,0.8995158369863538,1059,0.8999055712936733,12.394711992445703,225,1.1952241066636926,0.20071141303979873,21.478020446695783,1.308352866266085,0.06914745296687763,953
mixed,105,shuffle,0,4,4,57,0.061263121665806226,5.716424994486422,0.9615165116929251,11981,1.0,1.0955679826391787,5,3.9929379792751813,2.4391903590453206,-129.63515934574636,-10.489237883657918,0.011953653040730705,11981
mixed,105,shuffle,0,10,4,57,0.14550700741962078,4.736518626205943,0.9444781660160579,10513,1.0,1.2485494150099876,7,3.035074475636227,1.6140960095130557,-343.2787394625702,-16.312867851408058,0.03834100876578472,10513
mixed,105,shuffle,0,57,4,57,0.8712830957230142,2.555248180183453,0.8585810233786736,3848,1.0,3.4111226611226613,24,1.425870600442634,0.34683858805932355,-651.9137269677996,-24.38857433032457,0.1445451338812216,3848
mixed,105,jitter,4,4,4,4,0.6386512330145949,2.0130946174444753,0.9682843562979475,2868,0.9808228730822873,4.576708507670851,225,1.601107344470778,0.36352977129085906,108.28718626267508,3.0002765844720316,0.0768666959423468,2813
mixed,105,jitter,4,10,4,4,1.1313993174061434,1.4780428514155823,0.9068364300449607,1069,0.9036482694106641,12.278765201122544,225,1.1835869071988352,0.19538793153433653,29.40939745507542,1.7643164203320556,0.05768441637124655,966
mixed,105,jitter,20,4,4,5,0.533880017263703,2.2167654227150404,0.947903995791844,3221,0.9826140950015523,4.075131946600434,225,1.7100169392493871,0.4219526973539467,137.39859327774332,3.4786407346043418,0.06342203306298849,3165
mixed,105,jitter,20,5,4,5,0.5865002836074872,2.105621329175466,0.9407923339259373,2579,0.9775106630476929,5.089569600620395,225,1.5865473673012342,0.35281205120110126,119.18102539683397,3.5860448354460184,0.061577341990658896,2521
mixed,105,jitter,20,10,4,5,0.855807743658211,1.5333055061119427,0.9403256057391735,1232,0.9196428571428571,10.654220779220779,225,1.3277120061551582,0.2300490133481496,98.18076798862673,4.789140406753715,0.042818048522560936,1133
mixed,105,jitter,80,4,4,7,0.42918088737201365,2.476040573376527,0.9428225042517601,4478,0.9917373827601608,2.931219294327825,189,1.9139606279390993,0.5375520399237206,309.9471197564696,6.411578542519041,0.0524171873492697,4441
mixed,105,jitter,80,7,4,7,0.5657114624505929,2.149556925772875,0.9110814295480115,2774,0.9787310742609949,4.731795241528479,225,1.6873659087609116,0.3985562676784681,186.18374870838903,4.889389611616883,0.058510801859569195,2715
mixed,105,jitter,80,10,4,7,0.6731488406881077,1.866732725802514,0.9458688883250541,1933,0.9570615623383342,6.79048111743404,225,1.5578756711811668,0.3255272645784616,158.26881970276108,5.156002912123498,0.052153897316686904,1850
mixed,106,none,0,4,4,4,0.606508875739645,2.219797357746032,0.9183726042211832,2904,0.9855371900826446,4.306129476584022,228,1.6187180454175358,0.3761544462425037,85.2345583634013,2.3825923508627946,0.07333182169989294,2862
mixed,106,none,0,10,4,4,1.03,1.4593845938674415,0.9527910632276666,1093,0.9130832570905764,11.440988106129918,229,1.2239971116133628,0.20607714029895352,39.2000177336493,2.2742784493904247,0.05885947665197033,998
mixed,106,shuffle,0,4,4,58,0.05857027536101893,5.516702366097178,0.9514649449520748,11473,1.0,1.0899503181382375,4,4.055651988706208,2.494629897270211,-125.07127866214034,-11.618854458351,0.011520489612924956,11473
mixed,106,shuffle,0,10,4,58,0.13077981166014177,4.65069058125892,0.9468028931537876,10188,1.0,1.2274244208873184,7,3.117231953355846,1.6858553188793457,-297.0556436291278,-15.313046087230216,0.034117139101125016,10188
mixed,106,shuffle,0,58,4,58,0.8277687296416938,2.710443999794736,0.8724690655001583,3799,1.0,3.2916556988681234,24,1.4593403820320052,0.3620398226315703,-617.8449960372001,-23.3375972458957,0.14316711727561166,3799
mixed,106,jitter,4,4,4,5,0.6099221789883269,2.1300590633479537,0.9456925388429436,2891,0.9837426496022138,4.325492909028018,228,1.6292533617619842,0.3808820397191274,91.94269016174557,2.6198950204606586,0.07182804682850646,2844
mixed,106,jitter,4,5,4,5,0.684769038701623,1.9869821502480938,0.9505601604479358,2334,0.976006855184233,5.3577549271636675,228,1.5407221518524619,0.3359277656409344,67.85992278802678,2.131337236894069,0.06595520048934517,2278
mixed,106,jitter,4,10,4,5,0.9872,1.5694909214111499,0.8770079362196566,1101,0.9055404178019982,11.357856494096277,229,1.267173847263516,0.2158105501795019,58.45318583364868,3.1918459578181935,0.05154181172189187,997
mixed,106,jitter,20,4,4,5,0.5590142671854734,2.160038774565107,0.951727621476196,3209,0.9878466812090994,3.8968526020567156,229,1.69052866064993,0.4085672226934136,153.66825735144772,3.7993077808352824,0.07253709378408985,3170
mixed,106,jitter,20,5,4,5,0.6186770428015564,2.139713533685673,0.9195874402359248,2601,0.9780853517877739,4.807766243752403,229,1.6083511285357073,0.3680895262150876,92.81546263835614,2.752339611883144,0.07436983457881802,2544
mixed,106,jitter,20,10,4,5,0.8402597402597403,1.5469522026133509,0.9143033899689746,1246,0.9229534510433387,10.036115569823435,229,1.3694552273762728,0.23858669563038815,130.14780327666807,6.0932315192305015,0.03822944825011676,1150
mixed,106,jitter,80,4,4,7,0.41062662431417846,2.4532303736930845,0.9585344432166698,4379,0.9942909340031971,2.855674811600822,207,1.9287573038001664,0.5512077914777409,275.43261646448065,5.802410286244725,0.051414222245418806,4354
mixed,106,jitter,80,7,4,7,0.5640259093173892,1.9722888644115473,0.9372724092745327,2755,0.9822141560798548,4.539019963702359,234,1.6750247642342568,0.3846889009944876,233.95736444278518,5.83319086567575,0.057651145660626624,2706
mixed,106,jitter,80,10,4,7,0.6448250186150409,1.8349588751756827,0.9368234918763155,1963,0.9617931737137035,6.370351502801834,238,1.5636607541454328,0.328092084657319,162.6261513310952,5.159682075618905,0.05688634033669132,1888
mixed,107,none,0,5,5,5,0.6200762388818297,1.964110180304873,0.9269114604388878,2299,0.9725967812092214,5.377120487168334,229,1.5735699237619212,0.33638131214199285,169.39310340824537,5.168742321670614,0.057718980172150214,2236
mixed,107,none,0,10,5,5,0.9825396825396825,1.5586760427584077,0.87962646706465,1104,0.907608695652174,11.197463768115941,229,1.2831566481832635,0.22307704919646398,50.88428265730935,2.6668126039876436,0.06835273574294981,1002
mixed,107,shuffle,0,5,5,59,0.07126200914093835,5.66777263666349,0.9465159569749166,11112,1.0,1.1124910007199424,5,3.81921382655503,2.2914836999228623,-139.41379331956716,-10.941117994324655,0.014005849418164185,11112
mixed,107,shuffle,0,10,5,59,0.13841052518985988,4.878353158074259,0.9456194163843937,10038,1.0,1.2315202231520224,7,3.1029683217091897,1.6713374122474174,-288.57340487994196,-14.791698246153686,0.033948338496652464,10038
mixed,107,shuffle,0,59,5,59,0.8396946564885496,2.6576281047119568,0.8850056887264998,3797,1.0,3.255728206478799,28,1.4683870028605082,0.36687533120547866,-616.9243755856508,-22.666609446110762,0.145246974108792,3797
mixed,107,jitter,4,5,5,5,0.6210131332082551,1.9685601044778516,0.9469910008440277,2333,0.9695670810115731,5.298756965280754,229,1.5916701696961209,0.34737618616811194,158.13652448544002,4.877452686090667,0.0614107493223226,2262
mixed,107,jitter,4,10,5,5,0.9537750385208013,1.6126831923819616,0.8883645787461338,1120,0.9044642857142857,11.0375,229,1.32013186217584,0.23474687804444183,57.10738597943746,2.936916473283427,0.06544067131038556,1013
mixed,107,jitter,20,5,5,5,0.6195773081201335,2.050540044821876,0.907890579474985,2497,0.97436924309171,4.95074088906688,229,1.6238461969378317,0.36471235306637395,164.2501450515555,4.709061183022399,0.06634537160532611,2433
mixed,107,jitter,20,10,5,5,0.8623376623376623,1.658363745988191,0.9270411980769243,1238,0.9176090468497576,9.985460420032311,229,1.3936541778039828,0.2609143352521539,71.07625299800324,3.21011245643717,0.06457351881719281,1136
mixed,107,jitter,80,5,5,7,0.4547121378804547,2.254899515109654,0.9699534694820959,3613,0.9875449764738444,3.4215333517852202,174,1.8239351467035991,0.46991447401372033,316.3115137263384,7.115440384721305,0.04465584832325442,3568
mixed,107,jitter,80,7,5,7,0.5239777889954569,2.1136029020889735,0.9493715413222794,2695,0.9784786641929499,4.587012987012987,229,1.691730133275394,0.39395044555884196,226.89569543843012,6.3715415522839605,0.04735034868325866,2637
mixed,107,jitter,80,10,5,7,0.6356060606060606,1.8582022994685043,0.9439792349607964,1921,0.956793336803748,6.435190005205622,229,1.592321739186664,0.34688127232686483,132.7884304702928,4.358695377261091,0.062026077268602264,1838
mixed,108,none,0,4,4,4,0.6095138525875589,2.017571321557202,0.9545501550598205,2820,0.9773049645390071,4.95886524822695,226,1.5857864052511257,0.3487535570714566,158.7613426382878,4.454744425315081,0.06411308705209012,2756
mixed,108,none,0,10,4,4,0.969335604770017,1.5390490504938572,0.9153518970922689,1076,0.8903345724907064,12.996282527881041,226,1.274797981632835,0.22070018384101503,46.67777241150387,2.515716376826333,0.06318605997073956,958
mixed,108,shuffle,0,4,4,54,0.0634082974750345,5.766062977172155,0.9529429233066028,12713,1.0,1.0999764021080785,5,3.948103493181188,2.398109826705859,-132.32007944871714,-10.291411937260166,0.011762434920077336,12713
mixed,108,shuffle,0,10,4,54,0.15680677232011025,4.932697741937574,0.9135202598017887,11048,1.0,1.2657494569152787,7,2.9716357873417127,1.5608657081609154,-407.1154241679449,-18.604128126806174,0.04208489047080466,11048
mixed,108,shuffle,0,54,4,54,0.8462738977760437,2.455355438014266,0.8748401627997964,4035,0.9997521685254027,3.4656753407682777,31,1.4183036185907891,0.3411156725326999,-662.0484262542436,-24.16511096991626,0.14189743671885124,4034
mixed,108,jitter,4,4,4,4,0.632375189107413,2.030210302625661,0.9500406748895313,2832,0.9781073446327684,4.937853107344632,226,1.6023839358731582,0.3563244117326838,166.38700300638388,4.613564225799284,0.06021073436941049,2770
mixed,108,jitter,4,10,4,4,1.1008264462809918,1.5775242029535392,0.9052498790011196,1072,0.8889925373134329,13.044776119402986,226,1.2824932215131977,0.22401130931060953,43.732044819073536,2.373070558366757,0.06784800567614996,953
mixed,108,jitter,20,4,4,4,0.5403863037752414,2.1904749602574913,0.9414029271064375,3162,0.9813409234661606,4.422517394054396,225,1.6842421920466446,0.39789754116503606,204.49198794211,5.309350856714243,0.06194930908893742,3103
mixed,108,jitter,20,10,4,4,0.844319775596073,1.6517569956572034,0.9075058285924571,1165,0.8935622317596567,12.00343347639485,226,1.3750193930444201,0.2551342259894177,59.21206128973617,3.038457477602584,0.05516080350294161,1041
mixed,108,jitter,80,4,4,7,0.4320445225541886,2.284221941846873,0.9495409601605644,4393,0.9911222399271569,3.183246073298429,176,1.86827142377639,0.4947581001266953,411.2322595429454,8.067279810379834,0.04916744422290342,4354
mixed,108,jitter,80,7,4,7,0.5541687468796804,2.0230843733620976,0.9571385502927489,2755,0.9745916515426497,5.075862068965518,220,1.6858254128200425,0.3876303938118928,252.02825488323566,6.616709006356612,0.0524731596514898,2685
mixed,108,jitter,80,10,4,7,0.6388888888888888,1.8942658079295678,0.9229557017587467,1938,0.9540763673890609,7.215686274509804,226,1.5685026629548933,0.3280111317070282,172.5789578986658,5.701609514431973,0.055993862332548106,1849
mixed,109,none,0,5,5,5,0.6616294349540078,1.9936262428011953,0.9128048521121508,2314,0.9792566983578219,4.853500432152117,161,1.531524648715683,0.32460361120422143,113.96069710008624,3.5970356397921974,0.06782407555416864,2266
mixed,109,none,0,10,5,5,0.9796557120500783,1.6210934218182882,0.902673385813544,1107,0.912375790424571,10.145438121047878,173,1.27122818170748,0.22710701050994986,16.794617714710302,0.9357453804504074,0.06295955485393201,1010
mixed,109,shuffle,0,5,5,62,0.06649874055415617,5.348870254796211,0.9737231207748395,10221,1.0,1.098816162802074,6,3.9537784084157206,2.408727481127735,-121.42877642947727,-10.147506394433739,0.012817584817414684,10221
mixed,109,shuffle,0,10,5,62,0.12548482774355466,4.913264643417882,0.9592616864416328,9329,1.0,1.2038803730303356,7,3.2174745110317655,1.7757718478576932,-247.86695129608432,-13.906329440331596,0.030632749922311353,9329
mixed,109,shuffle,0,62,5,62,0.734375,2.6630671862762934,0.8723092854646455,3624,1.0,3.0990618101545255,22,1.5159192186411534,0.3895701941352273,-552.0944094025577,-21.09119539310127,0.14042403993353642,3624
mixed,109,jitter,4,5,5,5,0.6502908855850033,1.9630531450327162,0.9295150353820748,2279,0.9815708644142168,4.928038613426942,172,1.526991698848116,0.3196348252206104,131.8104238848713,4.2117346470551995,0.0646092766696274,2237
